edm_name,bathing_name,edm_name
Morecambe South,Morecambe South,
Morecambe South,Morecambe South,
Morecambe South,Morecambe South,
Morecambe South,Morecambe South,
Morecambe South,Morecambe South,
Morecambe South,Morecambe South,
Morecambe South_x000D_Morecambe North,Morecambe South,Morecambe South_x000D_Morecambe North
Moreton,Moreton,
Moreton,Moreton,
Moreton,Moreton,
Moreton,Moreton,
Moreton,Moreton,
Moreton,Moreton,
Moreton and Wallasey,Moreton,Moreton and Wallasey
Moreton and Wallasey,Moreton,Moreton and Wallasey
Moreton and Wallasey,Moreton,Moreton and Wallasey
Moreton and Wallasey,Moreton,Moreton and Wallasey
"Moreton; Wallasey",Moreton,
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
MOTHECOMBE BEACH,Mothecombe,MOTHECOMBE BEACH
Newbiggin North & Newbiggin South,Newbiggin North,Newbiggin North & Newbiggin South
Newbiggin North & Newbiggin South,Newbiggin North,Newbiggin North & Newbiggin South
Newbiggin North & Newbiggin South,Newbiggin North,Newbiggin North & Newbiggin South
NORMANS BAY,Norman`s Bay,NORMANS BAY
"NORMANS BAY, PEVENSEY BAY",Norman`s Bay,"NORMANS BAY, PEVENSEY BAY"
PAGHAM,Pagham,
PAGHAM,Pagham,
Paignton Paignton Sands,Paignton Paignton Sands,
Paignton Paignton Sands,Paignton Paignton Sands,
Paignton Paignton Sands,Paignton Paignton Sands,
Paignton Paignton Sands,Paignton Paignton Sands,
Paignton Paignton Sands,Paignton Paignton Sands,
Paignton Paignton Sands,Paignton Paignton Sands,
PAR SANDS,Par Sands,
PAR SANDS,Par Sands,
PAR SANDS,Par Sands,
PENTEWAN BEACH,Pentewan,PENTEWAN BEACH
PENTEWAN BEACH,Pentewan,PENTEWAN BEACH
PERRANPORTH,Perranporth,
PERRANUTHNOE,Perranuthnoe,
PEVENSEY BAY,Pevensey Bay,
PEVENSEY BAY,Pevensey Bay,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe East,Plymouth Hoe East,
Plymouth Hoe WEST,Plymouth Hoe West,
Plymouth Hoe WEST,Plymouth Hoe West,
Plymouth Hoe WEST,Plymouth Hoe West,
Plymouth Hoe WEST,Plymouth Hoe West,
Plymouth Hoe WEST,Plymouth Hoe West,
Plymouth Hoe WEST,Plymouth Hoe West,
POLSTREATH BEACH,Polstreath,POLSTREATH BEACH
POLURRIAN COVE BEACH,Polurrian Cove,POLURRIAN COVE BEACH
POLZEATH BEACH,Polzeath,POLZEATH BEACH
POLZEATH BEACH,Polzeath,POLZEATH BEACH
POOLE HARBOUR HAMWORTH PARK /POOLE HARBOUR ROCKLEY SANDS / POOLE HARBOUR LAKE,Poole Canford Cliffs Chine,POOLE HARBOUR HAMWORTH PARK /POOLE HARBOUR ROCKLEY SANDS / POOLE HARBOUR LAKE
POOLE HARBOUR HAMWORTH PARK /POOLE HARBOUR ROCKLEY SANDS / POOLE HARBOUR LAKE,Poole Canford Cliffs Chine,POOLE HARBOUR HAMWORTH PARK /POOLE HARBOUR ROCKLEY SANDS / POOLE HARBOUR LAKE
POOLE HARBOUR ROCKLEY SANDS,Poole Harbour Rockley Sands,
POOLE HARBOUR ROCKLEY SANDS,Poole Harbour Rockley Sands,
POOLE HARBOUR ROCKLEY SANDS,Poole Harbour Rockley Sands,
POOLE HARBOUR ROCKLEY SANDS,Poole Harbour Rockley Sands,
POOLE HARBOUR ROCKLEY SANDS,Poole Harbour Rockley Sands,
POOLE HARBOUR ROCKLEY SANDS**,Poole Harbour Rockley Sands,POOLE HARBOUR ROCKLEY SANDS**
POOLE SHORE ROAD BEACH,Poole Shore Road Beach,
PORLOCK WEIR,Porlock Weir,
PORLOCK WEIR,Porlock Weir,
PORLOCK WEIR,Porlock Weir,
PORTH KIDNEY SANDS,Porth,PORTH KIDNEY SANDS
PORTH KIDNEY SANDS,Porth,PORTH KIDNEY SANDS
PORTHALLOW BEACH,Porthallow,PORTHALLOW BEACH
PORTHCURNO BEACH,Porthcurno,PORTHCURNO BEACH
PORTHGWIDDEN BEACH ST.IVES,Porthgwidden,PORTHGWIDDEN BEACH ST.IVES
PORTHLEVEN SANDS,Porthleven Sands,
PORTHLEVEN SANDS,Porthleven Sands,
PORTHMINSTER BEACH ST.IVES,Porthminster,PORTHMINSTER BEACH ST.IVES
PORTHOUSTOCK BEACH,Porthoustock,PORTHOUSTOCK BEACH
PORTHPEAN BEACH,Porthpean,PORTHPEAN BEACH
PORTHTOWAN,Porthtowan,
PORTHTOWAN BEACH,Porthtowan,PORTHTOWAN BEACH
PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE,Portland Harbour Castle Cove,PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE
PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE,Portland Harbour Castle Cove,PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE
PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE**,Portland Harbour Castle Cove,PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE**
PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE**,Portland Harbour Castle Cove,PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE**
PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE**,Portland Harbour Castle Cove,PORTLAND HARBOUR CASTLE COVE/PORTLAND HARBOUR SANDSFOOT CASTLE**
PORTMELLON BEACH,Portmellon,PORTMELLON BEACH
PORTREATH BEACH,Portreath,PORTREATH BEACH
PORTWRINKLE BEACH,Portwrinkle,PORTWRINKLE BEACH
PORTWRINKLE BEACH,Portwrinkle,PORTWRINKLE BEACH
RAMSGATE SANDS,Ramsgate Sands,
"RAMSGATE SANDS, RAMSGATE WESTERN UNDERCLIFFE",Ramsgate Sands,"RAMSGATE SANDS, RAMSGATE WESTERN UNDERCLIFFE"
"RAMSGATE SANDS, RAMSGATE WESTERN UNDERCLIFFE",Ramsgate Sands,"RAMSGATE SANDS, RAMSGATE WESTERN UNDERCLIFFE"
RAMSGATE WESTERN UNDERCLIFFE,Ramsgate Western Undercliffe,
READYMONEY COVE,Readymoney Cove,
READYMONEY COVE,Readymoney Cove,
READYMONEY COVE,Readymoney Cove,
READYMONEY COVE,Readymoney Cove,
READYMONEY COVE,Readymoney Cove,
READYMONEY COVE,Readymoney Cove,
READYMONEY COVE,Readymoney Cove,
Redcar Coatham,Redcar Coatham,
Redcar Coatham,Redcar Coatham,
Redcar Coatham,Redcar Coatham,
Redcar Coatham,Redcar Coatham,
Redcar Sands - Granville Terrace,Redcar Lifeboat Station,Redcar Sands - Granville Terrace
Redcar Stray,Redcar Stray,
RINGSTEAD BAY,Ringstead Bay,
Roker (Whitburn South),Roker - Sunderland,Roker (Whitburn South)
RYDE,Ryde,
RYDE,Ryde,
RYDE,Ryde,
RYDE,Ryde,
RYDE,Ryde,
RYDE,Ryde,
RYDE,Ryde,
"RYDE, SEAGROVE",Ryde,"RYDE, SEAGROVE"
"RYDE, SEAGROVE",Ryde,"RYDE, SEAGROVE"
"RYDE, SEAGROVE",Ryde,"RYDE, SEAGROVE"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
"RYDE, SEAGROVE, ST HELENS",Ryde,"RYDE, SEAGROVE, ST HELENS"
SALCOMBE NORTH SANDS,Salcombe North Sands,
SALCOMBE SOUTH SANDS,Salcombe South Sands,
SALCOMBE SOUTH SANDS,Salcombe South Sands,
SALCOMBE SOUTH SANDS,Salcombe South Sands,
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
Saltburn Pier,Saltburn,Saltburn Pier
SALTDEAN,Saltdean,
"SANDOWN, SHANKLIN",Sandown,"SANDOWN, SHANKLIN"
"SANDOWN, SHANKLIN, YAVERLAND",Sandown,"SANDOWN, SHANKLIN, YAVERLAND"
"SANDOWN, SHANKLIN, YAVERLAND",Sandown,"SANDOWN, SHANKLIN, YAVERLAND"
"SANDOWN, WHITECLIFF BAY, YAVERLAND, SHANKLIN",Sandown,"SANDOWN, WHITECLIFF BAY, YAVERLAND, SHANKLIN"
"SANDOWN, WHITECLIFF BAY, YAVERLAND, SHANKLIN",Sandown,"SANDOWN, WHITECLIFF BAY, YAVERLAND, SHANKLIN"
SANDY BAY BEACH,Sandy Bay,SANDY BAY BEACH
Scarborough North Bay,Scarborough North Bay,
Scarborough North Bay,Scarborough North Bay,
Scarborough North Bay,Scarborough North Bay,
Scarborough North Bay,Scarborough North Bay,
Scarborough North Bay,Scarborough North Bay,
Scarborough North Bay,Scarborough North Bay,
Scarborough North Bay,Scarborough North Bay,
Scarborough South Bay,Scarborough South Bay,
Scarborough South Bay,Scarborough South Bay,
Scarborough South Bay,Scarborough South Bay,
Seaburn (Whitburn North),Seaburn - Sunderland,Seaburn (Whitburn North)
Seaburn (Whitburn North),Seaburn - Sunderland,Seaburn (Whitburn North)
Seaburn (Whitburn North),Seaburn - Sunderland,Seaburn (Whitburn North)
Seaburn (Whitburn North),Seaburn - Sunderland,Seaburn (Whitburn North)
SEAFORD,Seaford,
SEAFORD,Seaford,
SEAFORD,Seaford,
SEAFORD,Seaford,
SEAFORD,Seaford,
SEAFORD,Seaford,
SEAFORD,Seaford,
Seaham Beach,Seaham Beach,
Seaham Hall,Seaham Beach,Seaham Hall
Seaham Hall,Seaham Beach,Seaham Hall
Seaham Hall,Seaham Beach,Seaham Hall
Seaham Hall,Seaham Beach,Seaham Hall
Seaham Hall,Seaham Beach,Seaham Hall
Seaham Hall,Seaham Beach,Seaham Hall
Seahouses North,Seahouses North,
Seahouses North,Seahouses North,
Seahouses North,Seahouses North,
Seahouses North,Seahouses North,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seascale,Seascale,
Seaton (Cornwall),Seaton (Cornwall),
Seaton (Cornwall),Seaton (Cornwall),
Seaton (Cornwall),Seaton (Cornwall),
Seaton (Cornwall),Seaton (Cornwall),
Seaton (Cornwall),Seaton (Cornwall),
SEATON BEACH,Seaton (Devon),SEATON BEACH
SEATON BEACH,Seaton (Devon),SEATON BEACH
SEATON BEACH,Seaton (Devon),SEATON BEACH
Seaton Carew Centre,Seaton Carew Centre,
Seaton Carew Centre,Seaton Carew Centre,
Seaton Carew Centre,Seaton Carew Centre,
Seaton Carew North,Seaton Carew North,
Seaton Carew North,Seaton Carew North,
Seaton Carew North,Seaton Carew North,
Seaton Carew North,Seaton Carew North,
Seaton Sluice,Seaton Sluice,
Seaton Sluice,Seaton Sluice,
Seaton Sluice,Seaton Sluice,
Seaton Sluice,Seaton Sluice,
SEATOWN,Seatown,
SEATOWN,Seatown,
SELSEY,Selsey,
SELSEY,Selsey,
SENNEN BEACH,Sennen,SENNEN BEACH
SHALDON BEACH,Shaldon,SHALDON BEACH
SHALDON BEACH,Shaldon,SHALDON BEACH
SHALDON BEACH,Shaldon,SHALDON BEACH
"SHANKLIN, VENTNOR",Shanklin,"SHANKLIN, VENTNOR"
SHEERNESS,Sheerness,
SHEERNESS,Sheerness,
SHEERNESS,Sheerness,
SHEERNESS,Sheerness,
SHEERNESS,Sheerness,
"SHOREHAM BEACH, SOUTHWICK",Shoreham Beach,"SHOREHAM BEACH, SOUTHWICK"
"SHOREHAM BEACH, SOUTHWICK",Shoreham Beach,"SHOREHAM BEACH, SOUTHWICK"
"SHOREHAM BEACH, SOUTHWICK",Shoreham Beach,"SHOREHAM BEACH, SOUTHWICK"
SHORTHORN BEACH,Shorthorn Beach,
SHORTHORN BEACH,Shorthorn Beach,
Sidmouth Town,Sidmouth Town,
Sidmouth Town,Sidmouth Town,
Sidmouth Town,Sidmouth Town,
Silecroft,Silecroft,
Slapton Sands Monument,Slapton Sands Monument,
Southport,Southport,
Southport,Southport,
Southport,Southport,
Southport,Southport,
Southport,Southport,
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"Southport, St Annes Pier, St. Annes North and Blackpool South",Southport,"Southport, St Annes Pier, St. Annes North and Blackpool South"
"St Annes, St Annes North, Blackpool South, Blackpool Central, Blackpool North, Southport, Ainsdale",Southport,
"St Annes Pier; St. Annes North; Blackpool South",Southport,
"St Annes; St Annes North",Southport,
SOUTHWICK,Southwick,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
Spittal,Spittal,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
St Annes,St Annes,
"St Annes Pier, St. Annes North and Blackpool South",St Annes North,"St Annes Pier, St. Annes North and Blackpool South"
"St Annes Pier, St. Annes North and Blackpool South",St Annes North,"St Annes Pier, St. Annes North and Blackpool South"
"St Annes Pier, St. Annes North and Blackpool South",St Annes North,"St Annes Pier, St. Annes North and Blackpool South"
St Annes_x000D_St Annes North_x000D_Southport_x000D_Blackpool South,St Annes North,St Annes_x000D_St Annes North_x000D_Southport_x000D_Blackpool South
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
St Bees,St Bees,
ST HELENS,St Helens,
ST HELENS,St Helens,
ST.MARYS BAY BEACH,"St Mildred's Bay, Westgate",ST.MARYS BAY BEACH
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
STOKES BAY,Stokes Bay,
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
"STOKES BAY, SOUTHSEA",Stokes Bay,"STOKES BAY, SOUTHSEA"
STUDLAND KNOLL HOUSE,Studland Knoll House,
SUMMERLEAZE,Summerleaze,
SUMMERLEAZE,Summerleaze,
SUMMERLEAZE,Summerleaze,
SUMMERLEAZE,Summerleaze,
SUMMERLEAZE,Summerleaze,
SUMMERLEAZE,Summerleaze,
SWANAGE CENTRAL,Swanage Central,
SWANAGE CENTRAL,Swanage Central,
SWANAGE CENTRAL,Swanage Central,
SWANAGE CENTRAL,Swanage Central,
SWANPOOL BEACH,Swanpool,SWANPOOL BEACH
SWANPOOL BEACH,Swanpool,SWANPOOL BEACH
SWANPOOL BEACH,Swanpool,SWANPOOL BEACH
"TANKERTON, WEST BEACH WHITSTABLE",Tankerton,"TANKERTON, WEST BEACH WHITSTABLE"
"TANKERTON, WEST BEACH WHITSTABLE",Tankerton,"TANKERTON, WEST BEACH WHITSTABLE"
"TANKERTON, WEST BEACH WHITSTABLE",Tankerton,"TANKERTON, WEST BEACH WHITSTABLE"
"TANKERTON, WEST BEACH WHITSTABLE",Tankerton,"TANKERTON, WEST BEACH WHITSTABLE"
"TANKERTON, WEST BEACH WHITSTABLE",Tankerton,"TANKERTON, WEST BEACH WHITSTABLE"
Teignmouth Holcombe,Teignmouth Holcombe,
Teignmouth Holcombe,Teignmouth Holcombe,
Teignmouth Holcombe,Teignmouth Holcombe,
Thurlestone North,Thurlestone North,
Thurlestone North,Thurlestone North,
TORRE ABBEY BEACH,Torre Abbey,TORRE ABBEY BEACH
TORRE ABBEY BEACH,Torre Abbey,TORRE ABBEY BEACH
TORRE ABBEY BEACH,Torre Abbey,TORRE ABBEY BEACH
TOWAN BEACH NEWQUAY,Towan,TOWAN BEACH NEWQUAY
TREBARWITH STRAND BEACH,Trebarwith Strand,TREBARWITH STRAND BEACH
TREVAUNANCE COVE BEACH,Trevaunance Cove,TREVAUNANCE COVE BEACH
TREVAUNANCE COVE BEACH,Trevaunance Cove,TREVAUNANCE COVE BEACH
TREVAUNANCE COVE BEACH,Trevaunance Cove,TREVAUNANCE COVE BEACH
TREVONE BAY BEACH,Trevone Bay,TREVONE BAY BEACH
Tynemouth Longsands South,Tynemouth Long Sands South,Tynemouth Longsands South
VENTNOR,Ventnor,
VENTNOR,Ventnor,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Wallasey,Wallasey,
Walney,Wallasey,Walney
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap",Walney Biggar Bank,"Walney Biggar Bank, Walney West Shore, and Walney Sandy Gap"
"Walney Biggar Bank; Walney West Shore; Walney Sandy Gap",Walney Biggar Bank,
Walney Sandy Gap,Walney Sandy Gap,
Walney West Shore,Walney West Shore,
Walney West Shore,Walney West Shore,
Walney West Shore,Walney West Shore,
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
Warkworth & Amble Links,Warkworth,Warkworth & Amble Links
"Warkworth; Amble Links",Warkworth,
WATERGATE BAY,Watergate Bay,
WEMBURY BEACH,Wembury,WEMBURY BEACH
WEST BAY (WEST),West Bay (West),
West Kirby,West Kirby,
West Kirby,West Kirby,
West Kirby and Meols,West Kirby,West Kirby and Meols
WESTON-SUPER-MARE UPHILL SLIPWAY/WESTON MAIN,Weston-super-Mare Uphill Slipway,WESTON-SUPER-MARE UPHILL SLIPWAY/WESTON MAIN
WESTON-SUPER-MARE UPHILL SLIPWAY/WESTON MAIN,Weston-super-Mare Uphill Slipway,WESTON-SUPER-MARE UPHILL SLIPWAY/WESTON MAIN
WESTWARD HO! BEACH,Westward Ho!,WESTWARD HO! BEACH
WEYMOUTH CENTRAL,Weymouth Central,
WEYMOUTH CENTRAL,Weymouth Central,
WEYMOUTH CENTRAL,Weymouth Central,
WEYMOUTH LODMOOR,Weymouth Lodmoor,
WEYMOUTH LODMOOR,Weymouth Lodmoor,
Whitley Bay,Whitley Bay,
Whitley Bay,Whitley Bay,
Whitley Bay,Whitley Bay,
Whitley Bay,Whitley Bay,
Whitley Bay,Whitley Bay,
